id,conversation_id,post_order,thread_length,date,created_at,text,like_count,retweet_count,reply_count,quote_count,bookmark_count,impression_count,has_image,has_video,has_link,permalink
2031124115294400720,2031006172430696838,3,3,2026-03-09,2026-03-09T21:45:00.000Z,"Coworkに関してはこの動画を見てください！！
6万再生くらい回ってます💪

○Youtube
https://t.co/3WOHSEfWSD

https://t.co/jDp4jIEGgW",11,1,0,0,13,16611,,,○,https://x.com/masahirochaen/status/2031124115294400720
2031064064311570785,2031064033747677661,2,2,2026-03-09,2026-03-09T17:46:22.000Z,"https://t.co/PhVv8zCbVi",4,0,0,0,0,4011,,,○,https://x.com/masahirochaen/status/2031064064311570785
2031064033747677661,2031064033747677661,1,2,2026-03-09,2026-03-09T17:46:15.000Z,"OpenAIがAIセキュリティスタートアップ「Promptfoo」の買収を発表。

買収完了後、同社の技術をエンタープライズ向けプラットフォーム「OpenAI Frontier」に統合する予定。

OpenAIとAnthropicの戦略は概ね同じ方向性だ。

強いて差別化ポイントを挙げるとすれば、スピードとイメージ戦略だろうか。 https://t.co/AyBJDZv2No https://t.co/HZJiPtNaio",58,2,1,1,16,15362,○,,○,https://x.com/masahirochaen/status/2031064033747677661
2031006775257030857,2031006172430696838,2,3,2026-03-09,2026-03-09T13:58:44.000Z,"【Copilot Cowork 要約】

Microsoftが2026年3月9日、Anthropicとの協業で開発した「Copilot Cowork」を発表。
現在は限定顧客でResearch Preview中、3月末よりFrontierプログラム参加者に順次展開。

■ 核心 https://t.co/MZLuo3UJsp",69,8,2,2,56,14519,○,,,https://x.com/masahirochaen/status/2031006775257030857
2031006172430696838,2031006172430696838,1,3,2026-03-09,2026-03-09T13:56:20.000Z,"【⚡️速報】Microsoftが「Copilot Cowork」を公開。

Microsoftのセキュアな環境内で、Coworkと同等の作業ができるようになる。

AnthropicのClaude技術を活用し、M365上でタスクを自律的に実行するエージェント機能とのこと。

これはエンタープライズ業界に大きなインパクトを与えそうです。 https://t.co/7GaoJqzcxo",878,121,6,47,670,118223,,○,,https://x.com/masahirochaen/status/2031006172430696838
2030935266958127338,2030935266958127338,1,1,2026-03-09,2026-03-09T09:14:35.000Z,"こちら、反響が非常に大きく、1日で150名近くのお申し込みをいただいたため、少し増員しました。

申込：https://t.co/kKhwFO8On2

また、事前学習資料も追加済みです。

① Cursor・Claude Code設定解説動画
② 初期設定コマンド付きレジュメ
③ 追加資料 ← NEW
・効率化手法7選 https://t.co/NXA7gwI0X6 https://t.co/ztaNwlP25P",43,0,1,0,25,18422,○,,○,https://x.com/masahirochaen/status/2030935266958127338
2030928318988792011,2030928318988792011,1,1,2026-03-09,2026-03-09T08:46:58.000Z,"Claude Codeを使えば、登壇→記事作成も簡単に自動化できる。
一度行った業務をskillすれば簡単に再現できます。

  やったことはこれだけ

  1. Nottaで登壇トークを文字起こし
  2. Claude Codeにテキストと写真を渡す
  3. あとは全部自動
  　・イベントレポート作成
  　・X投稿文の下書き https://t.co/VECaflgExC",135,5,3,3,127,17168,○,,,https://x.com/masahirochaen/status/2030928318988792011
2030923688972103767,2030923683972165769,2,3,2026-03-09,2026-03-09T08:28:34.000Z,"② ClaudeがChatGPTを凌駕

https://t.co/NAhgQSmJ2F",11,1,0,0,0,7641,,,,https://x.com/masahirochaen/status/2030923688972103767
2030923686912692424,2030923683972165769,3,3,2026-03-09,2026-03-09T08:28:34.000Z,"① GPT-5.4登場
https://t.co/9xyxv6p7D6",13,0,2,0,1,9900,,,,https://x.com/masahirochaen/status/2030923686912692424
2030923683972165769,2030923683972165769,1,3,2026-03-09,2026-03-09T08:28:33.000Z,"【🔥1週間の重要AIニュース】

先週はGoogle、OpenAI、Anthropicと各社からのアップデートがありましたが、依然とAnthropic優勢な感じがします。

① GPT-5.4登場——OpenAI研究者「壁は見えない」
② ClaudeがChatGPTを凌駕——Anthropic売上$19B突破
③ Claude https://t.co/oXr1tpeY25",78,5,4,1,17,12681,○,,,https://x.com/masahirochaen/status/2030923683972165769
2030906627369607640,2030906436772053410,2,2,2026-03-09,2026-03-09T07:20:47.000Z,"○登壇お問い合わせ
https://t.co/lanmezwcJl

因みに、僕らも入居してるWeWork本町のオープン記念で、オールアクセスプラスが最初の3ヶ月 20%OFFになるクーポンあります。

よかったら使ってください。申込は4/30まで。
https://t.co/1V7RXW6EUj",12,1,0,2,0,4775,,,○,https://x.com/masahirochaen/status/2030906627369607640
2030906436772053410,2030906436772053410,1,2,2026-03-09,2026-03-09T07:20:01.000Z,"先日のWework大阪での登壇の様子です🔥

大阪は活気あって良いですね。

全国各地で登壇しておりますので、ご依頼お待ちしております💪

話した内容はこんな感じです。
・AIで議事録/メール/資料作成が爆速化。その分MTGが増えて逆に忙しくなった https://t.co/yuL92PrbNy https://t.co/ZFTgrTOBVh",46,3,1,1,5,15251,○,,○,https://x.com/masahirochaen/status/2030906436772053410
2030810747295699134,2030810747295699134,1,1,2026-03-09,2026-03-09T00:59:47.000Z,"【登壇】3月18日（水）15:10〜、オンライン無料カンファレンスにて特別講演します🔥

テーマは「人が変わらなければ、AI投資は失敗する」

申込はこちら👇
https://t.co/wQc3SSvQQg

○ AI導入支援を500社以上やってきてわかった、失敗パターンの共通点

○ OpenClaw・Claude",18,0,0,0,3,6218,,,○,https://x.com/masahirochaen/status/2030810747295699134
2030786166245761111,2030786166245761111,1,1,2026-03-08,2026-03-08T23:22:06.000Z,"南場会長が語ったDeNAのAI活用が参考になる。

具体的な活用事例に加えて、経営への落とし込み方、具体的な未来予想など参考になります。
そして、OpenClawもガンガン使ってて流石です。

■ 成果・実績
・開発エンジニアの生産性が最大20倍になった事例あり（95%をAIが担当）",296,23,4,6,252,41230,,,,https://x.com/masahirochaen/status/2030786166245761111
2030770032507318717,2030770032507318717,1,1,2026-03-08,2026-03-08T22:18:00.000Z,"AIインフラに一番投資していないAppleが、意外と“AIインフラ屋”になりつつあるのはかなり皮肉です。

巨大データセンターに莫大な資金を投じているのは
Amazon、Microsoft、Meta、Google。

一方でAppleは設備投資をむしろ減らしているのに、Mac mini、Mac https://t.co/1Ockz7dYx2",83,6,2,3,23,26928,,,○,https://x.com/masahirochaen/status/2030770032507318717
2030681843406901499,2030530247926435845,2,2,2026-03-08,2026-03-08T16:27:34.000Z,"補足として、私自身は人事評価の専門会社で50社以上の制度設計・納品に携わってきたので、この領域はそれなりに深く理解しているつもりです。

その経験から言うと、人事評価を機能させるには、評価・査定期間の設計、報酬との連動、1on1や中間・期末面談の定期運用、そして定量・定性評価のルール化 https://t.co/3W3t7LWRI3",16,1,0,1,9,6700,○,,,https://x.com/masahirochaen/status/2030681843406901499
2030657840789291430,2030657840789291430,1,1,2026-03-08,2026-03-08T14:52:11.000Z,"【非エンジニア向け｜全業務でClaude Code活用講座】

申込：https://t.co/kKhwFO8On2

Claude Codeは開発用でなく、全業務で活躍します。

私自身、最近は殆どの業務でClaude Codeを活用しております。

ChatGPTやCoworkはほぼ使っていません。

なぜなら、Claude https://t.co/MFbImgVCAn",181,9,7,8,223,73439,○,,○,https://x.com/masahirochaen/status/2030657840789291430
2030627229131231616,2030627229131231616,1,1,2026-03-08,2026-03-08T12:50:33.000Z,"OpenClawに「マイアミでのWBC決勝」を見に行きたい！

って聞くとかなり精度高く検索と予定を調整してくれる。

Googleカレンダー、Slack、Notion、Gmail色々見れるので、本当の秘書みたいに予定を調整してくれる。

時差も計算して、飛行機や移動の最適解も出してくれる。 https://t.co/TggQBlfOWn",54,1,1,2,10,14143,○,,,https://x.com/masahirochaen/status/2030627229131231616
2030601991014187144,2030601991014187144,1,1,2026-03-08,2026-03-08T11:10:16.000Z,"【限定100部】280名以上参加の「OpenClaw入門講座」の完全アーカイブを公開

○note
https://t.co/qEFqd7tNkq

講座終了後も
「アーカイブが欲しい」
「後から見返したい」
「参加できなかったので見られるようにしてほしい」 https://t.co/6rY4xK5LQ1 https://t.co/GowdeYD9mf",39,1,0,0,24,15477,○,,○,https://x.com/masahirochaen/status/2030601991014187144
2030552790616195527,2030552790616195527,1,1,2026-03-08,2026-03-08T07:54:45.000Z,"【動画公開】遂にChatGPT一強時代が終了!?

米国App Storeでも 1 位を獲得し、個人向けにも圧倒的な勢いを見せる「Claude」を徹底解剖しました！

おそらく、今年OpenAIの売上を抜くであろうClaudeを、この動画でぜひマスターしてください🔥 https://t.co/uiyjOE2ed2 https://t.co/ylm8RldDd6",159,12,3,4,97,45011,,○,○,https://x.com/masahirochaen/status/2030552790616195527
2030530247926435845,2030530247926435845,1,2,2026-03-08,2026-03-08T06:25:11.000Z,"「Claude Codeで人事評価システム作って」と依頼したら、コンサル顔負けのExcelが完成しました。

※動画は全て架空の内容です。

全シートVLOOKUP連動、条件付き書式、ドロップダウン、グラフ付き。視覚的にもプロ仕様。 https://t.co/h1HOyIk5cY",632,41,6,18,629,119713,,○,,https://x.com/masahirochaen/status/2030530247926435845
2030422744312185127,2030422744312185127,1,1,2026-03-07,2026-03-07T23:18:00.000Z,"海外でバズったClaude Codeの設定方法やセットアップ術が参考になるので、シェアします。

これを読むと、Claudeが必要とする情報やCLAUDE.md、スキル、Hooksなどを含めたファイルの中身が分かるので、非常におすすめです。

○ Claudeが常に必要な4つの情報
・なぜ（Why）　→ システムが何をするのか https://t.co/fCS6bSckPx https://t.co/JX2mVJ8VS2",538,62,2,2,800,80967,○,,○,https://x.com/masahirochaen/status/2030422744312185127
2030401856602878007,2030401856602878007,1,1,2026-03-07,2026-03-07T21:55:00.000Z,"Claude Codeでちょっとしたサービスを作って満足している人は多いと思う。

でも、正直それだけだともったいないです。

本当に価値が出るのは、「既存業務の中でAIが自然に動ける状態」を作れたときです。

（或いは、自社業務を効率化or売れるサービスを作れた時。ただ、これは難易度が高い。） https://t.co/hOeJ2f0ubJ",513,41,4,7,612,77854,,,○,https://x.com/masahirochaen/status/2030401856602878007
2030318831982592405,2030318831982592405,1,1,2026-03-07,2026-03-07T16:25:05.000Z,"私のOpenClaw君、鬼上司すぎる。

日曜日の予定がスカスカなのを見て「仕事しませんか？」と促してくる。

AI秘書というか、完全にAI上司。 https://t.co/hwFbtKhG8K",152,3,4,3,41,20180,○,,,https://x.com/masahirochaen/status/2030318831982592405
2030269321616953836,2030269261416145179,6,6,2026-03-07,2026-03-07T13:08:21.000Z,"▼修正後
(6/n)
今日から見直せるチェック。

□ 自社の外部公開資産を把握している？
□ サイバーと不正が別部署で分断されていない？
□ セキュリティを営業資料に組み込んでいる？
□ 「安心」を定量的に説明できる？

AI時代のB2B競争は
“機能差”より“信頼設計”の差。

出典：
・Anthropic（Claude",8,0,1,0,3,5231,,,,https://x.com/masahirochaen/status/2030269321616953836
2030269309038231825,2030269261416145179,5,6,2026-03-07,2026-03-07T13:08:18.000Z,"(5/n)
さらに重要なのが
「サイバー」と「不正」の統合。

Mastercardのレポートでは、

・統合に投資する金融機関の81%が防御を加速
・一方で60%以上が
　“部門分断”と“リアルタイム共有不足”を課題と回答

問題は技術よりも“組織設計”。

AIは強くなった。
でも社内が分断されていたら意味がない。",8,0,1,0,1,5529,,,,https://x.com/masahirochaen/status/2030269309038231825
2030269297298427984,2030269261416145179,4,6,2026-03-07,2026-03-07T13:08:15.000Z,"(4/n)
ここで面白いのが
Mastercard × Cloudflareの動き。

発想はシンプル。

「自社のセキュリティをA〜Fで格付けする」

・公開ドメイン
・露出アプリ
・設定ミス
・第三者リスク
・脆弱性

を横断で可視化。

セキュリティを
“専門用語”ではなく
“経営指標”に翻訳しているのがポイント。",2,0,1,0,0,395,,,,https://x.com/masahirochaen/status/2030269297298427984
2030269285466292491,2030269261416145179,3,6,2026-03-07,2026-03-07T13:08:12.000Z,"(3/n)
なぜ急激に難易度が上がったのか？

Verizon 2025 DBIRによると、
AI支援の悪意あるメールは
2年で約2倍（5%→10%）。

さらに、侵害の多くは
サプライチェーン（第三者）経由。

つまり

✔ 認証を強化しただけ
✔ 社内だけ守ったつもり

では不十分。

“外に露出している資産”と",4,0,1,0,0,1121,,,,https://x.com/masahirochaen/status/2030269285466292491
2030269273541849103,2030269261416145179,2,6,2026-03-07,2026-03-07T13:08:10.000Z,"(2/n)
まず規模感。

・世界の情報セキュリティ支出
　→ 2025年 約2,130億ドル（Gartner）
　→ 2026年 約2,400億ドル規模見込み

・世界の詐欺/金融犯罪損失
　→ 2023年 約4,856億ドル（Nasdaq/Verafin）

「守るための投資」より
「失っているお金」の方が大きい。

これが現実です。
(3/n)",5,0,1,0,0,1822,,,,https://x.com/masahirochaen/status/2030269273541849103
2030269261416145179,2030269261416145179,1,6,2026-03-07,2026-03-07T13:08:07.000Z,"Claudeの最新のセキュリティーツールが話題ですが、B2Bのセキュリティー対策や市場を見ていきましょう。

結論から言うと、
AI時代のB2Bセキュリティは

・市場規模は爆発的に拡大
・攻撃コストは激減
・「信頼」が営業スピードを左右

というフェーズに入っています。 https://t.co/JvPCq4Ci7m",79,6,3,0,44,11303,○,,,https://x.com/masahirochaen/status/2030269261416145179
2030268822431875386,2030268651509837855,2,2,2026-03-07,2026-03-07T13:06:22.000Z,"https://t.co/h3YTZLrQjA",11,0,1,0,10,5583,,,○,https://x.com/masahirochaen/status/2030268822431875386
2030268651509837855,2030268651509837855,1,2,2026-03-07,2026-03-07T13:05:41.000Z,"AIエージェントの働きぶりを可視化できるサービスが登場。

ピクセルアートでポケモンみたいな感じで表示されて面白い。

オープンソースでskillを渡せばすぐに実装できるとのこと。実用性は無いが発想としてはアリかも。

https://t.co/igLLDdm26Y",306,19,3,5,202,42165,,○,○,https://x.com/masahirochaen/status/2030268651509837855
2030221859225301187,2030221859225301187,1,1,2026-03-07,2026-03-07T09:59:45.000Z,"https://t.co/3Y9EuegtXp",1073,91,6,19,2125,279113,,,○,https://x.com/masahirochaen/status/2030221859225301187
2030207628375470095,2030207628375470095,1,1,2026-03-07,2026-03-07T09:03:12.000Z,"Claude Codeの活用術として、cmux・Ghosttyなどいろいろ試しましたが、結局はCursor × Claude Codeに落ち着きました。

開発以外の通常業務で使うなら、

・ファイル一覧が見られる
・その場でプレビューできる
・エラー対応や壁打ちを左側のCursorエージェントで進められる https://t.co/EbZQaRyf0L",371,26,6,15,387,50975,○,,,https://x.com/masahirochaen/status/2030207628375470095
2030193944261435823,2030193944261435823,1,1,2026-03-07,2026-03-07T08:08:50.000Z,"中国ではOpenClawのセットアップの青空教室が開かれている。

小学生から60超えの年配の方まで幅広く参加。

テクノロジーに関心がある層が多いのは素敵ですね。

テンセント主導のイベントとのこと。日本でも開催してみたい。

https://t.co/FgEmK4PAdr",128,12,8,3,21,15925,,○,○,https://x.com/masahirochaen/status/2030193944261435823
2030135496123502604,2030135496123502604,1,1,2026-03-07,2026-03-07T04:16:35.000Z,"Xの記事機能で音声読み上げが可能に。

これは更に記事機能を強化していく方針か。

今は英語のみですが、そのうち日本語対応もしそう。英語で聞いてみたけど、かなり発音や声質も良い。

恐らく、記事途中に課金機能も多分搭載される。

職業ツイッタラーの世界線ももう直ぐ
 https://t.co/l87HLmofgL",43,3,1,2,14,8344,,○,○,https://x.com/masahirochaen/status/2030135496123502604
2030123015372230986,2030122694738595884,2,2,2026-03-07,2026-03-07T03:26:59.000Z,"Huawei MateBook Fold Ultimate Design（非凡大师 / MateBook Fold）

このX投稿（@heyzarakhan）の動画で紹介されているのは、
2025年5月に中国で発表された世界初の18インチ折りたたみOLED搭載ノートPCです。",14,0,0,1,2,6628,,,,https://x.com/masahirochaen/status/2030123015372230986
2030122694738595884,2030122694738595884,1,2,2026-03-07,2026-03-07T03:25:42.000Z,"HUAWEIのパソコンすごいな…

キーボード外して、タブレット代わりにもなる。

iPadとMac2台持ち面倒なので、Appleもこういうパソコン作って欲しい…

 https://t.co/0h9zMtBGMq",380,38,15,17,86,66723,,○,○,https://x.com/masahirochaen/status/2030122694738595884
2030059601173856663,2030059601173856663,1,1,2026-03-06,2026-03-06T23:15:00.000Z,"【恐怖】AnthropicのCEOが「Claudeに意識がある可能性を否定しきれない」と語った。

意識を持たれると、AIにすら忖度する必要が生まれる…

人間みたいに気を遣って、仕事を依頼しないといけなくなるのか…

＞

New York https://t.co/yoQudrGeHG https://t.co/Lfz8duSufj",567,137,21,65,236,112752,○,,○,https://x.com/masahirochaen/status/2030059601173856663
2030039479298445672,2030039477025182022,1,2,2026-03-06,2026-03-06T21:55:02.000Z,"【ChatGPT for Excel 要約】

OpenAIが2026年3月5日、ExcelアドインとしてChatGPTを直接埋め込む「ChatGPT for Excel」をベータ公開。
米・カナダ・豪のPlus/Pro/Business/Enterprise/Edu/Teachersユーザーに展開中。

■ 核心",13,1,0,0,9,9994,,,,https://x.com/masahirochaen/status/2030039479298445672
2030039477025182022,2030039477025182022,2,2,2026-03-06,2026-03-06T21:55:02.000Z,"【朗報】遂にChatGPTがExcelに登場

Copilot、Claude、ChatGPTとExcelが賑やかになった。

・GPT-5.4搭載、Excelアドインとして直接動作
・投資銀行ベンチマーク43.7%→87.3%に急伸
・自然言語でモデル構築・数式修正・分析が可能
・Plus/Pro/Business/Enterprise対応（米・加・豪でベータ版提供） https://t.co/Qpz8Lg0LD7",375,41,5,11,185,53376,○,,,https://x.com/masahirochaen/status/2030039477025182022
2029976649635385587,2029976572141392066,2,2,2026-03-06,2026-03-06T17:45:23.000Z,"https://t.co/o9QUC3zjXf",11,0,0,0,5,10148,,,○,https://x.com/masahirochaen/status/2029976649635385587
2029976572141392066,2029976572141392066,1,2,2026-03-06,2026-03-06T17:45:04.000Z,"【⚡️速報】AnthropicがSaaS利用料をClaudeで一本化できる「Claude Marketplace」をリリース

企業がAnthropicと結んだAI契約を、GitLab・Harvey・Replit・Snowflakeといったパートナーツールの支払いにもそのまま充当できる仕組みで、大企業にとってはかなり嬉しい話だ。 https://t.co/GnWk4hBAM4",569,51,8,21,353,71390,○,,,https://x.com/masahirochaen/status/2029976572141392066
2029930868962382241,2029930550031687899,2,2,2026-03-06,2026-03-06T14:43:28.000Z,"https://t.co/esaKpY3mdd",3,0,0,0,0,850,○,,,https://x.com/masahirochaen/status/2029930868962382241
2029930550031687899,2029930550031687899,1,2,2026-03-06,2026-03-06T14:42:12.000Z,"【速報】Xのサブスク機能がアップデート

投稿スレッドの途中から「有料化」が可能に。  
最初の投稿で集客 → 続きはサブスク限定的な仕様。

外部のnoteなどに飛ばさず、X内でそのまま収益化できる仕組み。  

「続きはこちら↓（有料）」投稿が増えそう。

https://t.co/Xg4xZosE82",80,4,3,4,33,10729,,○,○,https://x.com/masahirochaen/status/2029930550031687899
2029878096648900909,2029877953941926114,2,2,2026-03-06,2026-03-06T11:13:46.000Z,"https://t.co/Bp8XgPM4m1",7,1,0,0,1,9459,,,○,https://x.com/masahirochaen/status/2029878096648900909
2029877953941926114,2029877953941926114,1,2,2026-03-06,2026-03-06T11:13:12.000Z,"【動画公開】「PC操作で人間超え」と噂のGPT-5.4を徹底解説

・ベンチマークや最新機能の紹介
・スライドやサイト生成の精度
・Gemini 3.1 Pro / Claude Opus 4.6との比較

など、この動画でGPT-5.4の全体像が理解できます。

個人的には、検索性能は速度と精度の観点で非常に満足しています。 https://t.co/T5X5bG9sNz https://t.co/UgvKEiRluI",156,12,2,1,82,40269,,○,○,https://x.com/masahirochaen/status/2029877953941926114
2029806856781320224,2029806856781320224,1,1,2026-03-06,2026-03-06T06:30:41.000Z,"GPT-5.4を1週間テストした有名なAIエンジニアの感想が有益なのでシェアします。

私的にもThinkingは回答速度も速くなり、結構満足。最近はClaude Code一択でしたが、簡単なタスクならChatGPTを使う機会も増えそう。

■結論
・世界で最も優れたモデル。圧倒的にトップ https://t.co/qaOOVIej8n https://t.co/kBYVAt0Lvy",184,15,12,3,80,37737,○,,○,https://x.com/masahirochaen/status/2029806856781320224
2029752662498103378,2029752662498103378,1,1,2026-03-06,2026-03-06T02:55:20.000Z,"【スライド生成比較：Claude vs ChatGPT】

パワポの性能はグッと上がった印象。

1スライドあたりに詰め込める情報が増えた。

10分くらいかかるが、プロンプトを調整すればもっと精度は上がりそう。

←左：Opus 4.6

　　　　　　　　　→右：GPT-5.4 thinking https://t.co/6i3zDNaczO",181,7,7,3,129,52408,,○,,https://x.com/masahirochaen/status/2029752662498103378
2029725848467918935,2029725848467918935,1,1,2026-03-06,2026-03-06T01:08:47.000Z,"【⚡️速報】ChatGPTから最新モデルGPT-5.4が登場

実際に使ったが、Thinkingモードでも素早く良い回答が貰えた。
標準でもPro並みで、コーディングの性能も高い。

最近はClaudeメインでしたが、ChatGPTカムバックも起こりそう。

■概要
・ネイティブなcomputer useに対応 https://t.co/CKeg7u3PvY",266,18,10,15,115,117394,○,○,,https://x.com/masahirochaen/status/2029725848467918935
2029692442912669741,2029692441343971757,1,2,2026-03-05,2026-03-05T22:56:02.000Z,"【Glaze by Raycast 要約】

Raycastが2026年3月4日、AIでデスクトップアプリを生成するプラットフォーム「Glaze」をプライベートβ公開。
Mac限定スタート、既存Raycastユーザーが優先アクセス。

■ 核心
チャットで指示するだけでMacネイティブアプリが数分で完成。 https://t.co/j8mYIWVtzf",14,0,0,1,12,6185,○,,,https://x.com/masahirochaen/status/2029692442912669741
2029692441343971757,2029692441343971757,2,2,2026-03-05,2026-03-05T22:56:02.000Z,"チャットだけでMacのデスクトップアプリを作れるAIサービスが登場。

・Raycastが「Glaze」をプライベートβ公開（3/4）
・チャットだけでMacネイティブアプリを数分で生成
・ローカル動作でオフライン対応、ファイルシステム連携
・無料枠あり、有料は月$20〜

https://t.co/PMVdOIwldW 

↓詳細",277,15,2,8,230,32355,,○,○,https://x.com/masahirochaen/status/2029692441343971757
2029675849033851131,2029675847372902608,1,2,2026-03-05,2026-03-05T21:50:06.000Z,"https://t.co/9cNLEzT50g",10,1,0,0,2,6535,,,○,https://x.com/masahirochaen/status/2029675849033851131
2029675847372902608,2029675847372902608,2,2,2026-03-05,2026-03-05T21:50:06.000Z,"Google Workspace CLIツール「gws」が登場。

果たして、gogと何が違うのか？
gogのヘビーユーザーですが、GitHubの仕様を元に整理しました。

GAS実行やカレンダー詳細取得など、gog限定の機能も多いですが  
gwsはMeet / Admin / Vaultなど、gogにないサービスにも対応。 https://t.co/Jxm27TrDSA",335,24,4,7,298,30301,○,,,https://x.com/masahirochaen/status/2029675847372902608
2029505172746154188,2029505172746154188,1,1,2026-03-05,2026-03-05T10:31:54.000Z,"Anthropic CEO ダリオがOpenAIを痛烈批判

火力が高すぎるw 

■背景

AnthropicのCEO ダリオ・アモデイが社内メモで、OpenAIや政府契約についてかなり強い批判を展開。

シリコンバレーでもかなり異例レベルの内容と言われている。

━━━━━━━━━━━━━━━━━━ https://t.co/ekbyusXbXG",173,17,3,4,82,54549,,,○,https://x.com/masahirochaen/status/2029505172746154188
2029456174295466139,2029456174295466139,1,1,2026-03-05,2026-03-05T07:17:12.000Z,"Claude Codeとコンサルの相性は抜群。

Claude Codeで営業提案資料を一式作ってみた。
手修正ゼロで一切触ってない。

一番精度が高いのがExcel。

ヒアリング内容を渡しただけで出てきたもの：

【Excel（11シート構成）】
- 会議アジェンダ
- AI活用課題一覧（13課題 x 5カテゴリ）
- サマリー
- https://t.co/aCQ4n0sWUV",516,32,4,12,499,66318,,○,,https://x.com/masahirochaen/status/2029456174295466139
2029355571074449659,2029355571074449659,1,1,2026-03-05,2026-03-05T00:37:26.000Z,"遂にパソコンがiPhoneよりも安くなる…

PC：99,800円（税込）〜
iPhone：129,800円（税込）〜

革命的では、、、？ https://t.co/KJSkYXNRRC https://t.co/oHpGLxIMk1",668,43,17,23,65,213539,○,,○,https://x.com/masahirochaen/status/2029355571074449659
